YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2011,2011,AL,Alabama,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,14.2,14.2,,,12.9,15.6,Overall,Overall,,,,,POINT (-86.63186076199969 32.84057112200048),,01,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2013,2013,AL,Alabama,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,11.7,11.7,,,10.5,13.2,Overall,Overall,,,,,POINT (-86.63186076199969 32.84057112200048),,01,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2019,2019,AL,Alabama,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,13.4,13.4,,,12.3,14.7,Overall,Overall,,,,,POINT (-86.63186076199969 32.84057112200048),,01,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2017,2017,AL,Alabama,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,13.2,13.2,,,11.9,14.7,Overall,Overall,,,,,POINT (-86.63186076199969 32.84057112200048),,01,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2012,2012,AL,Alabama,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,13.0,13,,,11.8,14.3,Overall,Overall,,,,,POINT (-86.63186076199969 32.84057112200048),,01,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2014,2014,AL,Alabama,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,12.8,12.8,,,11.6,14,Overall,Overall,,,,,POINT (-86.63186076199969 32.84057112200048),,01,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2018,2018,AL,Alabama,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,13.6,13.6,,,12.3,15,Overall,Overall,,,,,POINT (-86.63186076199969 32.84057112200048),,01,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2016,2016,AL,Alabama,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,13.8,13.8,,,12.6,15.1,Overall,Overall,,,,,POINT (-86.63186076199969 32.84057112200048),,01,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2016,2016,AZ,Arizona,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.5,16.5,,,15.2,18,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,04,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2014,2014,AZ,Arizona,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,15.7,15.7,,,14.5,16.9,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,04,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2011,2011,AZ,Arizona,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,17.7,17.7,,,15.9,19.7,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,04,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2013,2013,AZ,Arizona,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,13.8,13.8,,,11.9,16,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,04,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2017,2017,AZ,Arizona,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.1,16.1,,,15.2,17,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,04,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2012,2012,AZ,Arizona,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,15.9,15.9,,,14.4,17.5,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,04,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2013,2013,AR,Arkansas,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,13.4,13.4,,,11.9,15.1,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,05,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,AR,Arkansas,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,15.1,15.1,,,13.1,17.4,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,05,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2019,2019,AZ,Arizona,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.0,16,,,14.5,17.6,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,04,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2011,2011,AR,Arkansas,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,15.0,15,,,13.1,17.1,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,05,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2016,2016,AR,Arkansas,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,15.9,15.9,,,13.9,18.2,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,05,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2018,2018,AZ,Arizona,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.6,16.6,,,15.2,18.2,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,04,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2018,2018,AR,Arkansas,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.0,16,,,14.3,17.9,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,05,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,AZ,Arizona,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,14.9,14.9,,,13.6,16.4,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,04,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2014,2014,AR,Arkansas,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,14.1,14.1,,,12.4,16,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,05,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2012,2012,AR,Arkansas,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,12.3,12.3,,,10.9,13.8,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,05,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2019,2019,AR,Arkansas,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,14.6,14.6,,,13,16.4,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,05,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2017,2017,AR,Arkansas,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.0,16,,,13.9,18.3,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,05,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,CA,California,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.6,16.6,,,15.8,17.5,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,06,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2014,2014,CA,California,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,15.6,15.6,,,14.6,16.7,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,06,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2019,2019,CA,California,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,17.3,17.3,,,16.4,18.3,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,06,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2017,2017,CA,California,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,18.0,18,,,16.9,19.1,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,06,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2012,2012,CA,California,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,17.0,17,,,16,17.9,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,06,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2011,2011,CA,California,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,18.5,18.5,,,17.6,19.4,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,06,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2013,2013,CA,California,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,17.7,17.7,,,16.6,18.8,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,06,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2016,2016,CA,California,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.5,16.5,,,15.6,17.4,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,06,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2018,2018,CA,California,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.5,16.5,,,15.6,17.4,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,06,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,CO,Colorado,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,18.0,18,,,16.8,19.2,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,08,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2013,2013,CO,Colorado,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,18.8,18.8,,,17.9,19.8,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,08,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2017,2017,CO,Colorado,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,19.4,19.4,,,18.3,20.5,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,08,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2019,2019,CO,Colorado,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,18.8,18.8,,,17.7,19.9,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,08,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2011,2011,CO,Colorado,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,20.3,20.3,,,19.1,21.5,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,08,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2013,2013,CT,Connecticut,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,19.5,19.5,,,18,21.1,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,09,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2014,2014,CO,Colorado,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,17.8,17.8,,,16.8,18.7,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,08,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2016,2016,CO,Colorado,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,19.5,19.5,,,18.5,20.5,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,08,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2012,2012,CO,Colorado,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,19.4,19.4,,,18.4,20.4,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,08,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2018,2018,CO,Colorado,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,19.6,19.6,,,18.5,20.7,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,08,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2011,2011,CT,Connecticut,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,19.1,19.1,,,17.6,20.7,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,09,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2012,2012,CT,Connecticut,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,18.5,18.5,,,17.2,19.8,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,09,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,DC,District of Columbia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,24.4,24.4,,,21.7,27.3,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2013,2013,DC,District of Columbia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,20.8,20.8,,,18.9,22.8,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2011,2011,DC,District of Columbia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,23.9,23.9,,,21.9,26,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2014,2014,CT,Connecticut,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,17.1,17.1,,,15.7,18.5,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,09,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2016,2016,CT,Connecticut,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,18.1,18.1,,,16.9,19.4,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,09,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2014,2014,DC,District of Columbia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,22.7,22.7,,,20.4,25.1,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2016,2016,DC,District of Columbia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,24.2,24.2,,,22.4,26.1,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2017,2017,DC,District of Columbia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,24.1,24.1,,,22.2,26.2,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2012,2012,DC,District of Columbia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,21.3,21.3,,,19.2,23.6,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2018,2018,CT,Connecticut,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,18.5,18.5,,,17.2,19.8,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,09,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2018,2018,DC,District of Columbia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,22.3,22.3,,,20.6,24.1,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,CT,Connecticut,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,18.2,18.2,,,17.1,19.5,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,09,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2017,2017,CT,Connecticut,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.6,16.6,,,15.5,17.8,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,09,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2019,2019,CT,Connecticut,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,17.1,17.1,,,15.8,18.5,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,09,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2019,2019,DC,District of Columbia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,23.0,23,,,20.9,25.3,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2018,2018,DE,Delaware,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,18.1,18.1,,,16.5,19.9,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2012,2012,DE,Delaware,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,19.7,19.7,,,18.1,21.4,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2014,2014,DE,Delaware,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.8,16.8,,,14.9,18.9,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2016,2016,DE,Delaware,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,18.0,18,,,16.1,20.2,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2013,2013,DE,Delaware,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,18.2,18.2,,,16.6,19.9,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2017,2017,DE,Delaware,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.0,16,,,14.3,17.8,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,DE,Delaware,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,15.7,15.7,,,13.9,17.8,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2011,2011,DE,Delaware,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,21.4,21.4,,,19.5,23.4,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2019,2019,DE,Delaware,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,18.6,18.6,,,16.6,20.8,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2017,2017,FL,Florida,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.6,16.6,,,15.2,18,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),,12,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2016,2016,GA,Georgia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,13.6,13.6,,,12.3,15,Overall,Overall,,,,,POINT (-83.62758034599966 32.83968109300048),,13,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2018,2018,GA,Georgia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,15.1,15.1,,,14.1,16.1,Overall,Overall,,,,,POINT (-83.62758034599966 32.83968109300048),,13,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,FL,Florida,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,17.2,17.2,,,15.9,18.5,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),,12,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2011,2011,FL,Florida,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,18.3,18.3,,,17.1,19.7,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),,12,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2013,2013,FL,Florida,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,17.0,17,,,15.9,18.1,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),,12,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2019,2019,FL,Florida,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,17.7,17.7,,,16.3,19.2,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),,12,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
2014,2014,GA,Georgia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,14.5,14.5,,,13.1,16,Overall,Overall,,,,,POINT (-83.62758034599966 32.83968109300048),,13,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR,,,,
