YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2011,2011,AR,Arkansas,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,280.2,280.2,,,274.5,285.9,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,05,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2016,2016,AL,Alabama,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,293.1,293.1,,,288.6,297.6,Overall,Overall,,,,,POINT (-86.63186076199969 32.84057112200048),,01,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2017,2017,AR,Arkansas,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,286.6,286.6,,,281.1,292.2,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,05,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2014,2014,AK,Alaska,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,193.1,193.1,,,180.4,205.8,Overall,Overall,,,,,POINT (-147.72205903599973 64.84507995700051),,02,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2016,2016,AR,Arkansas,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,286.7,286.7,,,281.1,292.3,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,05,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2014,2014,AL,Alabama,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,292.1,292.1,,,287.5,296.6,Overall,Overall,,,,,POINT (-86.63186076199969 32.84057112200048),,01,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2018,2018,AL,Alabama,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,294.8,294.8,,,290.4,299.2,Overall,Overall,,,,,POINT (-86.63186076199969 32.84057112200048),,01,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2017,2017,AL,Alabama,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,291.9,291.9,,,287.4,296.3,Overall,Overall,,,,,POINT (-86.63186076199969 32.84057112200048),,01,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2010,2010,AL,Alabama,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,309.2,309.2,,,304.3,314,Overall,Overall,,,,,POINT (-86.63186076199969 32.84057112200048),,01,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2015,2015,AK,Alaska,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,206.2,206.2,,,193.3,219.1,Overall,Overall,,,,,POINT (-147.72205903599973 64.84507995700051),,02,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2011,2011,AK,Alaska,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,204.1,204.1,,,190.3,217.9,Overall,Overall,,,,,POINT (-147.72205903599973 64.84507995700051),,02,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2012,2012,AR,Arkansas,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,284.3,284.3,,,278.6,290.1,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,05,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2015,2015,AR,Arkansas,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,288.4,288.4,,,282.8,294.1,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,05,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2013,2013,AL,Alabama,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,297.8,297.8,,,293.2,302.5,Overall,Overall,,,,,POINT (-86.63186076199969 32.84057112200048),,01,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2010,2010,AR,Arkansas,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,293.8,293.8,,,287.9,299.7,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,05,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2015,2015,CA,California,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,200.9,200.9,,,199.5,202.2,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,06,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2012,2012,AZ,Arizona,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,194.7,194.7,,,191.5,198,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,04,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2015,2015,AZ,Arizona,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,188.2,188.2,,,185.3,191.2,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,04,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2016,2016,AZ,Arizona,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,187.2,187.2,,,184.3,190.1,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,04,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2014,2014,CA,California,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,194.1,194.1,,,192.7,195.5,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,06,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2010,2010,AZ,Arizona,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,195.0,195,,,191.7,198.3,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,04,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2014,2014,AZ,Arizona,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,182.9,182.9,,,179.9,185.9,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,04,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2012,2012,CA,California,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,208.0,208,,,206.5,209.4,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,06,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2018,2018,AZ,Arizona,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,184.1,184.1,,,181.3,186.9,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,04,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2013,2013,CA,California,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,206.0,206,,,204.5,207.4,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,06,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2010,2010,CA,California,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,218.4,218.4,,,216.9,220,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,06,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2018,2018,CA,California,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,195.4,195.4,,,194.1,196.7,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,06,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2017,2017,AZ,Arizona,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,191.2,191.2,,,188.3,194.1,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,04,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2011,2011,CA,California,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,214.2,214.2,,,212.7,215.7,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,06,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2017,2017,CA,California,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,199.7,199.7,,,198.4,201.1,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,06,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2011,2011,AZ,Arizona,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,199.7,199.7,,,196.4,203.1,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,04,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2016,2016,CA,California,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,199.0,199,,,197.6,200.3,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,06,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2013,2013,AZ,Arizona,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,187.8,187.8,,,184.7,190.9,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,04,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2012,2012,CT,Connecticut,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,195.5,195.5,,,191.4,199.6,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,09,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2017,2017,CT,Connecticut,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,183.3,183.3,,,179.5,187.2,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,09,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2015,2015,DC,District of Columbia,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,247.5,247.5,,,235.1,259.9,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2011,2011,DC,District of Columbia,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,249.1,249.1,,,236.4,261.9,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2018,2018,CO,Colorado,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,172.8,172.8,,,169.4,176.2,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,08,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2013,2013,CT,Connecticut,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,193.0,193,,,189,197.1,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,09,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2012,2012,CO,Colorado,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,175.4,175.4,,,171.7,179.2,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,08,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2016,2016,CT,Connecticut,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,183.8,183.8,,,179.9,187.8,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,09,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2016,2016,DC,District of Columbia,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,269.7,269.7,,,256.8,282.5,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2014,2014,CT,Connecticut,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,186.4,186.4,,,182.5,190.4,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,09,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2011,2011,CO,Colorado,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,180.5,180.5,,,176.7,184.4,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,08,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2017,2017,CO,Colorado,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,171.2,171.2,,,167.7,174.6,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,08,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2015,2015,CT,Connecticut,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,190.2,190.2,,,186.2,194.2,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,09,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2010,2010,DC,District of Columbia,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,271.8,271.8,,,258.3,285.3,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2018,2018,DC,District of Columbia,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,241.1,241.1,,,229.4,252.9,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2017,2017,DC,District of Columbia,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,247.8,247.8,,,235.8,259.9,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2011,2011,CT,Connecticut,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,197.2,197.2,,,193.1,201.3,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,09,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2014,2014,DC,District of Columbia,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,261.3,261.3,,,248.4,274.1,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2018,2018,CT,Connecticut,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,183.5,183.5,,,179.7,187.4,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,09,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2013,2013,CO,Colorado,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,173.3,173.3,,,169.6,177,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,08,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2015,2015,CO,Colorado,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,177.9,177.9,,,174.3,181.5,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,08,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2010,2010,CT,Connecticut,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,199.8,199.8,,,195.6,203.9,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,09,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2016,2016,CO,Colorado,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,178.2,178.2,,,174.6,181.7,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,08,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2012,2012,DC,District of Columbia,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,266.8,266.8,,,253.6,280,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2014,2014,CO,Colorado,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,179.4,179.4,,,175.8,183.1,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,08,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2013,2013,DC,District of Columbia,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,262.2,262.2,,,249.3,275.1,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2010,2010,CO,Colorado,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,184.6,184.6,,,180.6,188.6,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,08,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2014,2014,DE,Delaware,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,220.5,220.5,,,211.8,229.3,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2018,2018,DE,Delaware,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,217.8,217.8,,,209.6,226.1,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2010,2010,FL,Florida,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,211.1,211.1,,,209.3,212.8,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),,12,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2016,2016,DE,Delaware,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,218.6,218.6,,,210.1,227,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2013,2013,DE,Delaware,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,218.0,218,,,209.2,226.7,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2014,2014,FL,Florida,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,199.5,199.5,,,197.9,201.2,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),,12,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2012,2012,DE,Delaware,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,218.6,218.6,,,209.6,227.5,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2017,2017,FL,Florida,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,200.1,200.1,,,198.6,201.7,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),,12,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2017,2017,DE,Delaware,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,217.8,217.8,,,209.5,226.1,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2011,2011,FL,Florida,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,199.6,199.6,,,197.9,201.4,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),,12,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2015,2015,DE,Delaware,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,217.6,217.6,,,209.1,226.2,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2015,2015,FL,Florida,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,201.3,201.3,,,199.6,202.9,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),,12,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2011,2011,DE,Delaware,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,228.1,228.1,,,218.9,237.4,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2012,2012,FL,Florida,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,198.7,198.7,,,197,200.4,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),,12,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
2016,2016,FL,Florida,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,"cases per 100,000",Age-adjusted Rate,198.8,198.8,,,197.2,200.4,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),,12,CVD,CVD1_1,AGEADJRATE,OVERALL,OVR,,,,
