YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2011,2011,AZ,Arizona,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.6,9.6,,,8.2,11.1,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,04,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2013,2013,AR,Arkansas,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.2,8.2,,,7.1,9.3,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,05,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2016,2016,AZ,Arizona,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.3,9.3,,,8.4,10.3,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,04,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2017,2017,AR,Arkansas,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.7,9.7,,,8.3,11.3,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,05,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2019,2019,AR,Arkansas,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.3,9.3,,,8.2,10.6,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,05,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2014,2014,AZ,Arizona,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.7,9.7,,,8.9,10.6,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,04,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2012,2012,AZ,Arizona,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.7,8.7,,,7.7,9.8,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,04,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2014,2014,AR,Arkansas,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.7,8.7,,,7.5,10,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,05,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2018,2018,AZ,Arizona,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.0,10,,,9,11.2,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,04,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2018,2018,AR,Arkansas,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.8,9.8,,,8.6,11.2,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,05,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,AR,Arkansas,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.0,10,,,8.6,11.6,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,05,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2011,2011,CA,California,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.4,8.4,,,7.8,8.9,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,06,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2012,2012,CA,California,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.8,8.8,,,8.2,9.4,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,06,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2014,2014,CA,California,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,7.7,7.7,,,7,8.4,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,06,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2016,2016,CA,California,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,7.7,7.7,,,7.1,8.3,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,06,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2018,2018,CA,California,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.5,8.5,,,7.8,9.2,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,06,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,CA,California,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,7.6,7.6,,,7.1,8.2,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,06,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2013,2013,CA,California,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.7,8.7,,,8,9.4,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,06,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2017,2017,CA,California,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,7.8,7.8,,,7.1,8.7,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,06,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2019,2019,CA,California,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,7.8,7.8,,,7.2,8.4,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,06,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2017,2017,CO,Colorado,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.3,9.3,,,8.5,10,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,08,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2018,2018,CO,Colorado,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.2,9.2,,,8.5,10,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,08,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,CO,Colorado,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.1,9.1,,,8.4,9.9,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,08,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2013,2013,CO,Colorado,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.7,8.7,,,8.1,9.4,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,08,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2011,2011,CO,Colorado,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.3,8.3,,,7.6,9,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,08,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2019,2019,CO,Colorado,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.7,9.7,,,9,10.5,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,08,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2016,2016,CO,Colorado,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.8,8.8,,,8.2,9.5,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,08,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2014,2014,CO,Colorado,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.3,8.3,,,7.7,9,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,08,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2012,2012,CO,Colorado,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.9,8.9,,,8.2,9.6,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,08,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2012,2012,DC,District of Columbia,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.1,10.1,,,8.7,11.7,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2011,2011,DC,District of Columbia,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.0,10,,,8.8,11.5,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2017,2017,CT,Connecticut,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.9,10.9,,,10,11.8,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,09,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2018,2018,DC,District of Columbia,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,11.8,11.8,,,10.5,13.2,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2016,2016,DC,District of Columbia,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.1,10.1,,,8.9,11.4,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2017,2017,DC,District of Columbia,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.1,9.1,,,8,10.3,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,DC,District of Columbia,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.6,10.6,,,8.9,12.4,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2012,2012,CT,Connecticut,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.1,10.1,,,9.2,11.2,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,09,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2019,2019,DC,District of Columbia,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,11.1,11.1,,,9.6,12.8,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2014,2014,CT,Connecticut,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.3,9.3,,,8.3,10.3,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,09,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2011,2011,CT,Connecticut,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.1,10.1,,,9,11.3,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,09,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2014,2014,DC,District of Columbia,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,11.3,11.3,,,9.7,13.2,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2019,2019,CT,Connecticut,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.8,10.8,,,9.8,11.8,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,09,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,CT,Connecticut,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.7,10.7,,,9.8,11.6,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,09,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2013,2013,CT,Connecticut,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.0,10,,,9,11,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,09,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2013,2013,DC,District of Columbia,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,11.9,11.9,,,10.4,13.6,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2018,2018,CT,Connecticut,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.1,10.1,,,9.3,11,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,09,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2016,2016,CT,Connecticut,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.6,10.6,,,9.7,11.6,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,09,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2018,2018,DE,Delaware,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.3,10.3,,,9.1,11.7,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2011,2011,DE,Delaware,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.0,10,,,8.8,11.4,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2019,2019,DE,Delaware,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.8,9.8,,,8.4,11.4,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2017,2017,DE,Delaware,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.5,10.5,,,9.1,12.1,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2013,2013,DE,Delaware,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.7,10.7,,,9.5,12.1,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,DE,Delaware,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.0,9,,,7.8,10.5,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2016,2016,DE,Delaware,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.7,8.7,,,7.6,10.1,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2014,2014,DE,Delaware,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.7,8.7,,,7.6,10,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2012,2012,DE,Delaware,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.0,10,,,8.8,11.2,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2011,2011,FL,Florida,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,7.6,7.6,,,6.8,8.4,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),,12,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2013,2013,FL,Florida,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.2,8.2,,,7.6,8.9,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),,12,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,FL,Florida,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,7.5,7.5,,,6.7,8.3,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),,12,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2018,2018,FL,Florida,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.7,8.7,,,7.8,9.7,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),,12,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2016,2016,FL,Florida,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,6.7,6.7,,,6.2,7.3,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),,12,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2014,2014,FL,Florida,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.0,8,,,7.3,8.9,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),,12,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2019,2019,FL,Florida,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,7.3,7.3,,,6.5,8.2,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),,12,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2017,2017,FL,Florida,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,7.5,7.5,,,6.7,8.4,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),,12,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2012,2012,FL,Florida,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.1,8.1,,,7.1,9.2,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),,12,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
2019,2019,GA,Georgia,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,7.6,7.6,,,6.6,8.6,Overall,Overall,,,,,POINT (-83.62758034599966 32.83968109300048),,13,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,
